"name","lat","lon","sector"
"Telshe YeshivaChicago",41.975289,-87.716912,"Private"
"Trinity Christian College",41.669189,-87.784157,"Private"
"Trinity International UniversityIllinois",42.197909,-87.882722,"Private"
"VanderCook College of Music",41.836833,-87.629138,"Private"
"Resurrection University",41.90748,-87.685291,"Private"
"Western Illinois University",40.465621,-90.685235,"Public"
"Wheaton College",41.870943,-88.09681,"Private"
"Anderson University",40.112167,-85.662292,"Private"
"Ball State University",40.198942,-85.408863,"Public"
"Bethel CollegeIndiana",41.677671,-86.191642,"Private"
"Butler University",39.840662,-86.171791,"Private"
"Calumet College of Saint Joseph",41.670925,-87.492987,"Private"
"Christian Theological Seminary",39.833199,-86.177759,"Private"
"Concordia Theological Seminary",41.139365,-85.109752,"Private"
"DePauw University",39.63953,-86.863556,"Private"
"Earlham College",39.822278,-84.911464,"Private"
"University of Evansville",37.969955,-87.531963,"Private"
"Franklin College",39.478298,-86.047182,"Private"
"Goshen College",41.564254,-85.826766,"Private"
"Grace College and Theological Seminary",41.226473,-85.813931,"Private"
"Hanover College",38.712488,-85.461086,"Private"
"Holy Cross College",41.699982,-86.253668,"Private"
"Huntington University",40.89907,-85.499624,"Private"
"Indiana UniversityPurdue UniversityFort Wayne",41.115418,-85.111747,"Public"
"Indiana UniversityPurdue UniversityIndianapolis",39.772948,-86.172217,"Public"
"University of Indianapolis",39.709671,-86.134747,"Private"
"Indiana Institute of Technology",41.078338,-85.11795,"Private"
"University of Southern Indiana",37.966188,-87.67666,"Public"
"Indiana State University",39.46873,-87.407085,"Public"
"Indiana UniversityKokomo",40.459913,-86.132096,"Public"
"Indiana UniversitySouth Bend",41.665746,-86.222958,"Public"
"Indiana UniversityBloomington",39.166383,-86.526904,"Public"
"Indiana UniversityNorthwest",41.556723,-87.338457,"Public"
"Indiana UniversitySoutheast",38.342992,-85.819376,"Public"
"Indiana UniversityEast",39.867099,-84.886187,"Public"
"Manchester University",41.011609,-85.758762,"Private"
"Marian University",39.81534,-86.204599,"Private"
"Indiana Wesleyan UniversityMarion",40.518495,-85.661991,"Private"
"Martin University",39.79844,-86.104771,"Private"
"Anabaptist Mennonite Biblical Seminary",41.656093,-85.972222,"Private"
"MidAmerica College of Funeral Service",38.310919,-85.744342,"Private"
"University of Notre Dame",41.703058,-86.238959,"Private"
"Oakland City University",38.339606,-87.351611,"Private"
"Purdue UniversityCalumet Campus",41.584742,-87.47376,"Public"
"Purdue UniversityNorth Central Campus",41.583788,-86.89523,"Public"
"RoseHulman Institute of Technology",39.480946,-87.32357,"Private"
"University of Saint FrancisFort Wayne",41.087772,-85.173694,"Private"
"Saint Josephs College",40.917186,-87.155026,"Private"
"Saint MaryoftheWoods College",39.510543,-87.460126,"Private"
"Saint Marys College",41.707274,-86.256947,"Private"
"Saint Meinrad School of Theology",38.166046,-86.810417,"Private"
"Taylor University",40.458382,-85.496906,"Private"
"Trine University",41.633389,-85.005696,"Private"
"Valparaiso University",41.463176,-87.045853,"Private"
"Vincennes University",38.686861,-87.523106,"Public"
"Wabash College",40.037799,-86.905809,"Private"
"Allen College",42.531427,-92.338018,"Private"
"AIB College of Business",41.561953,-93.645694,"Private"
"Briar Cliff University",42.526919,-96.42696,"Private"
"Buena Vista University",42.642529,-95.208053,"Private"
"Central College",41.400236,-92.918664,"Private"
"Clarke University",42.508619,-90.691512,"Private"
"Coe College",41.986383,-91.657535,"Private"
"Cornell College",41.925982,-91.425435,"Private"
"Divine Word College",42.441572,-90.934917,"Private"
"Dordt College",43.08396,-96.166319,"Private"
"Drake University",41.60381,-93.654062,"Private"
"University of Dubuque",42.498027,-90.693568,"Private"
"Emmaus Bible College",42.509041,-90.705921,"Private"
"Faith Baptist Bible College and Theological Seminary",41.736338,-93.624208,"Private"
"Graceland UniversityLamoni",40.615966,-93.924893,"Private"
"Grand View University",41.620909,-93.605016,"Private"
"Grinnell College",41.747048,-92.721246,"Private"
"Iowa State University",42.026368,-93.648353,"Public"
"Iowa Wesleyan University",40.973689,-91.552588,"Private"
"University of Iowa",41.660695,-91.535698,"Public"
"Loras College",42.504131,-90.680232,"Private"
"Luther College",43.313584,-91.803971,"Private"
"Maharishi University of Management",41.017781,-91.967306,"Private"
"Mercy College of Health Sciences",41.59432,-93.626251,"Private"
"Morningside College",42.47324,-96.360738,"Private"
"Mount Mercy University",42.001931,-91.650991,"Private"
"University of Northern Iowa",42.514923,-92.459703,"Public"
"Northwestern College",42.998955,-96.058382,"Private"
"Des Moines UniversityOsteopathic Medical Center",41.583325,-93.661686,"Private"
"Palmer College of Chiropractic",41.529021,-90.574607,"Private"
"Saint Ambrose University",41.540081,-90.58098,"Private"
"St Lukes College",42.517806,-96.404922,"Private"
"Simpson College",41.365503,-93.563471,"Private"
"Upper Iowa University",42.840293,-91.799663,"Private"
"Wartburg College",42.727629,-92.480933,"Private"
"Wartburg Theological Seminary",42.485197,-90.691098,"Private"
"William Penn University",41.308868,-92.648348,"Private"
"Baker University",38.777278,-95.188231,"Private"
"Benedictine College",39.572953,-95.111424,"Private"
"Bethany College",38.5786,-97.673173,"Private"
"Bethel CollegeNorth Newton",38.07525,-97.342572,"Private"
"Central Baptist Theological Seminary",39.009412,-94.838449,"Private"
"Central Christian College of Kansas",38.357964,-97.667373,"Private"
"Donnelly College",39.112227,-94.65103,"Private"
"Emporia State University",38.414106,-96.18014,"Public"
"Fort Hays State University",38.872436,-99.340493,"Public"
"Barclay College",37.620691,-99.104027,"Private"
"Friends University",37.678495,-97.366666,"Private"
"Haskell Indian Nations University",38.937786,-95.232513,"Public"
"Hesston College",38.134487,-97.433266,"Private"
"Kansas Christian College",38.995081,-94.667646,"Private"
"University of Kansas",38.958551,-95.247618,"Public"
"Newman University",37.672306,-97.378803,"Private"
"Kansas State University",39.188616,-96.581077,"Public"
"Kansas Wesleyan University",38.813923,-97.609476,"Private"
"Manhattan Christian College",39.185764,-96.579018,"Private"
"McPherson College",38.371464,-97.6443,"Private"
"MidAmerica Nazarene University",38.872608,-94.782586,"Private"
"Ottawa UniversityOttawa",38.602899,-95.263776,"Private"
"Ottawa UniversityKansas City",38.930925,-94.68937,"Private"
"Pittsburg State University",37.3913,-94.704782,"Public"
"University of Saint Mary",39.277308,-94.906935,"Private"
"Southwestern College",37.2493,-96.9783,"Private"
"Sterling College",38.219783,-98.209966,"Private"
"Tabor College",38.348606,-97.20096,"Private"
"Washburn University",39.034977,-95.702325,"Public"
"Wichita State University",37.716484,-97.296733,"Public"
"Alice Lloyd College",37.335087,-82.875068,"Private"
"Asbury University",37.862029,-84.662606,"Private"
"Asbury Theological Seminary",37.863704,-84.661862,"Private"
"Bellarmine University",38.219138,-85.7049,"Private"
"Berea College",37.573334,-84.289332,"Private"
"Brescia University",37.768989,-87.111533,"Private"
"Campbellsville University",37.343342,-85.348943,"Private"
"Centre College",37.645102,-84.779175,"Private"
"Clear Creek Baptist Bible College",36.725236,-83.727702,"Private"
"University of the Cumberlands",36.736489,-84.162375,"Private"
"Eastern Kentucky University",37.740396,-84.301356,"Public"
"Frontier Nursing University",37.16363,-83.376447,"Private"
"Georgetown College",38.207934,-84.554583,"Private"
"Kentucky Mountain Bible College",37.604308,-83.43771,"Private"
"Kentucky State University",38.201056,-84.855488,"Public"
"Kentucky Wesleyan College",37.744667,-87.121984,"Private"
"University of Kentucky",38.035818,-84.505653,"Public"
"Kentucky Christian University",38.339002,-82.946883,"Private"
"Lexington Theological Seminary",37.99638,-84.525601,"Private"
"Lindsey Wilson College",37.101853,-85.299909,"Private"
"University of Louisville",38.215752,-85.758843,"Public"
"Louisville Presbyterian Theological Seminary",38.236941,-85.685726,"Private"
"Midway University",38.144432,-84.679335,"Private"
"Morehead State University",38.188462,-83.429742,"Public"
"Murray State University",36.61241,-88.323493,"Public"
"Northern Kentucky University",39.029221,-84.465959,"Public"
"University of Pikeville",37.478835,-82.520265,"Private"
"Saint Catharine College",37.708833,-85.261372,"Private"
"The Southern Baptist Theological Seminary",38.248216,-85.687649,"Private"
"Spalding University",38.2415,-85.758851,"Private"
"Thomas More College",39.022963,-84.568923,"Private"
"Transylvania University",38.053236,-84.493883,"Private"
"Union College",36.869066,-83.887982,"Private"
"Western Kentucky University",36.985718,-86.455898,"Public"
"Centenary College of Louisiana",32.483004,-93.731518,"Private"
"Dillard University",29.996468,-90.065348,"Private"
"Grambling State University",32.522702,-92.717367,"Public"
"Louisiana State University Health Sciences CenterNew Orleans",29.957272,-90.083145,"Public"
"Louisiana State UniversityAlexandria",31.178616,-92.414409,"Public"
"Louisiana State University and Agricultural  Mechanical College",30.414983,-91.178921,"Public"
"Louisiana State UniversityShreveport",32.428768,-93.703762,"Public"
"Louisiana College",31.322286,-92.425567,"Private"
"Louisiana Tech University",32.525518,-92.64964,"Public"
"Loyola University New Orleans",29.936141,-90.120417,"Private"
"McNeese State University",30.180762,-93.215648,"Public"
"University of New Orleans",30.028539,-90.068506,"Public"
"New Orleans Baptist Theological Seminary",30.005105,-90.043929,"Private"
"Nicholls State University",29.792689,-90.802906,"Public"
"University of Louisiana at Monroe",32.527957,-92.073855,"Public"
"Notre Dame Seminary Graduate School of Theology",29.958077,-90.114185,"Private"
"Northwestern State University of Louisiana",31.750675,-93.097715,"Public"
"University of Holy Cross",29.912539,-89.997055,"Private"
"Our Lady of the Lake College",30.40019,-91.110471,"Private"
"Saint Joseph Seminary College",30.526778,-90.113621,"Private"
"Southeastern Louisiana University",30.51358,-90.468558,"Public"
"Southern University and A  M College",30.524558,-91.190105,"Public"
"Southern University at New Orleans",30.02669,-90.044379,"Public"
"University of Louisiana at Lafayette",30.215283,-92.01941,"Public"
"Tulane University of Louisiana",29.939696,-90.120409,"Private"
"Xavier University of Louisiana",29.964162,-90.107307,"Private"
"College of the Atlantic",44.399584,-68.228849,"Private"
"Bates College",44.105299,-70.203333,"Private"
"Bowdoin College",43.906902,-69.965241,"Private"
"Colby College",44.564211,-69.66337,"Private"
"Husson University",44.828888,-68.791323,"Private"
"University of Maine at Augusta",44.337746,-69.796396,"Public"
"University of Maine at Farmington",44.668,-70.147469,"Public"
"University of Maine at Fort Kent",47.250306,-68.588364,"Public"
"University of Maine at Machias",44.709895,-67.456534,"Public"
"University of Maine",44.895129,-68.67358,"Public"
"Maine Maritime Academy",44.3873,-68.803214,"Public"
"University of Maine at Presque Isle",46.672377,-68.016516,"Public"
"University of New England",43.458172,-70.385882,"Private"
"Maine College of Art",43.653672,-70.26195,"Private"
"Saint Josephs College of Maine",43.82651,-70.483486,"Private"
"University of Southern Maine",43.662637,-70.276002,"Public"
"Thomas College",44.524046,-69.662923,"Private"
"Unity College",44.603165,-69.332276,"Private"
"University of Baltimore",39.305834,-76.616591,"Public"
"Bowie State University",39.018185,-76.759721,"Public"
"Capitol Technology University",39.047047,-76.851413,"Private"
"Washington Adventist University",38.987206,-77.00131,"Private"
"Coppin State University",39.310786,-76.658547,"Public"
"Frostburg State University",39.651509,-78.933871,"Public"
"Goucher College",39.410175,-76.594843,"Private"
"Hood College",39.421908,-77.419282,"Private"
"Johns Hopkins University",39.32838,-76.620799,"Private"
"Loyola University Maryland",39.346044,-76.623417,"Private"
"University of MarylandUniversity College",38.986299,-76.954104,"Public"
"University of Maryland Baltimore",39.29151,-76.625041,"Public"
"University of MarylandBaltimore County",39.256686,-76.711607,"Public"
"University of MarylandCollege Park",38.985379,-76.939494,"Public"
"Maryland Institute College of Art",39.308792,-76.621033,"Private"
"University of Maryland Eastern Shore",38.211188,-75.687227,"Public"
"Morgan State University",39.344235,-76.584238,"Public"
"Mount St Marys University",39.680632,-77.35222,"Private"
"Ner Israel Rabbinical College",39.387771,-76.751799,"Private"
"Notre Dame of Maryland University",39.351307,-76.619701,"Private"
"Salisbury University",38.345447,-75.605705,"Public"
"St Marys College of Maryland",38.188615,-76.425706,"Public"
"SojournerDouglass College",39.296333,-76.598191,"Private"
"St Johns College",38.981513,-76.491397,"Private"
"Towson University",39.393008,-76.612268,"Public"
"Maryland University of Integrative Health",39.165872,-76.888025,"Private"
"United States Naval Academy",38.980507,-76.481692,"Public"
"Stevenson University",39.421264,-76.701247,"Private"
"Washington College",39.217329,-76.06878,"Private"
"McDaniel College",39.584879,-77.001662,"Private"
"Hult International Business School",42.36988,-71.070721,"Private"
"American International College",42.112708,-72.558507,"Private"
"Amherst College",42.372459,-72.518493,"Private"
"Andover Newton Theological School",42.324729,-71.189586,"Private"
"Anna Maria College",42.33055,-71.918961,"Private"
"Assumption College",42.295435,-71.828387,"Private"
"Babson College",42.296529,-71.269479,"Private"
"Boston Baptist College",42.254037,-71.1103,"Private"
"Bay Path University",42.055364,-72.583974,"Private"
"Becker College",42.26918,-71.811895,"Private"
"Bentley University",42.388798,-71.220148,"Private"
"Berklee College of Music",42.346895,-71.08703,"Private"
"Boston Architectural College",42.34867,-71.085851,"Private"
"Boston Graduate School of Psychoanalysis Inc",42.339481,-71.133025,"Private"
"Boston College",42.337688,-71.171488,"Private"
"The Boston Conservatory",42.346933,-71.090502,"Private"
"Boston University",42.349581,-71.09984,"Private"
"Brandeis University",42.364947,-71.254716,"Private"
"Bridgewater State University",41.987785,-70.966058,"Public"
"Cambridge College",42.369193,-71.11084,"Private"
"Laboure College",42.261615,-71.058559,"Private"
"Clark University",42.251064,-71.823537,"Private"
"Conway School of Landscape Design",42.506313,-72.686919,"Private"
"Curry College",42.240616,-71.114007,"Private"
"Dean College",42.08497,-71.399003,"Private"
"Eastern Nazarene College",42.271214,-71.011238,"Private"
"Emerson College",42.35532,-71.074037,"Private"
"Emmanuel College",42.341191,-71.103038,"Private"
"Endicott College",42.554177,-70.840729,"Private"
"Episcopal Divinity School",42.376558,-71.125518,"Private"
"Fisher College",42.355253,-71.074125,"Private"
"Fitchburg State University",42.589345,-71.789354,"Public"
"Framingham State University",42.297289,-71.437175,"Public"
"Benjamin Franklin Institute of Technology",42.346023,-71.070231,"Private"
"Gordon College",42.588173,-70.819133,"Private"
"GordonConwell Theological Seminary",42.613475,-70.846387,"Private"
"Hampshire College",42.324772,-72.532401,"Private"
"Harvard University",42.374429,-71.118177,"Private"
"Hebrew College",42.3264,-71.190525,"Private"
"Hellenic CollegeHoly Cross Greek Orthodox School of Theology",42.317018,-71.129418,"Private"
"College of the Holy Cross",42.238942,-71.808627,"Private"
"Lasell College",42.342712,-71.243738,"Private"
"Lesley University",42.378429,-71.115601,"Private"
"Longy School of Music of Bard College",42.37854,-71.123431,"Private"
"University of MassachusettsLowell",42.65372,-71.325081,"Public"
"Marian Court College",42.469685,-70.8919,"Private"
"University of MassachusettsAmherst",42.386162,-72.52617,"Public"
"University of MassachusettsBoston",42.314541,-71.038653,"Public"
"MCPHS University",42.337036,-71.100964,"Private"
"Massachusetts College of Art and Design",42.33693,-71.099537,"Public"
"Massachusetts Institute of Technology",42.360095,-71.092115,"Private"
"Massachusetts Maritime Academy",41.740538,-70.623953,"Public"
"University of Massachusetts Medical School Worcester",42.277589,-71.760689,"Public"
"William James College",42.295007,-71.203361,"Private"
"Merrimack College",42.668352,-71.124216,"Private"
"MGH Institute of Health Professions",42.373635,-71.056518,"Private"
"Montserrat College of Art",42.550416,-70.876419,"Private"
"Mount Holyoke College",42.257588,-72.573625,"Private"
"Mount Ida College",42.293205,-71.194658,"Private"
"School of the Museum of Fine ArtsBoston",42.338958,-71.096941,"Private"
"The New England Conservatory of Music",42.340998,-71.086321,"Private"
"New England College of Optometry",42.351656,-71.086521,"Private"
"New England School of Acupuncture",42.363713,-71.19491,"Private"
"New England LawBoston",42.350833,-71.0665,"Private"
"Newbury College",42.331032,-71.142082,"Private"
"Nichols College",42.042462,-71.929644,"Private"
"Massachusetts College of Liberal Arts",42.692427,-73.1035,"Public"
"Northeastern University",42.339992,-71.088782,"Private"
"College of Our Lady of the Elms",42.14179,-72.601541,"Private"
"Pine Manor College",42.319568,-71.156973,"Private"
"Pope St John XXIII National Seminary",42.3455,-71.2717,"Private"
"Regis College",42.351105,-71.309126,"Private"
"Saint Johns Seminary",42.344146,-71.161998,"Private"
"Salem State University",42.502879,-70.889321,"Public"
"Simmons College",42.3393,-71.099967,"Private"
"Bard College at Simons Rock",42.209241,-73.380008,"Private"
"Smith College",42.317933,-72.638094,"Private"
"Springfield College",42.105033,-72.555688,"Private"
"University of MassachusettsDartmouth",41.628861,-71.005528,"Public"
"Stonehill College",42.061448,-71.078123,"Private"
"Suffolk University",42.359134,-71.06192,"Private"
"Tufts University",42.406994,-71.121689,"Private"
"Wellesley College",42.293765,-71.307966,"Private"
"Wentworth Institute of Technology",42.336632,-71.094983,"Private"
"Western New England University",42.115837,-72.518789,"Private"
"Westfield State University",42.131589,-72.795673,"Public"
"Wheaton College",41.966813,-71.184167,"Private"
"Wheelock College",42.342503,-71.10582,"Private"
"Williams College",42.711669,-73.205888,"Private"
"Worcester Polytechnic Institute",42.275067,-71.808792,"Private"
"Worcester State University",42.267534,-71.844019,"Public"
"Adrian College",41.898449,-84.059947,"Private"
"Albion College",42.244603,-84.746088,"Private"
"Alma College",43.379236,-84.670073,"Private"
"Andrews University",41.962914,-86.356866,"Private"
"Aquinas College",42.960449,-85.626166,"Private"
"Baker College of Owosso",42.987045,-84.170882,"Private"
"Baker College",42.974764,-83.694679,"Private"
"Calvin College",42.929916,-85.587548,"Private"
"Calvin Theological Seminary",42.92992,-85.587354,"Private"
"Michigan School of Professional Psychology",42.491427,-83.359575,"Private"
"Central Michigan University",43.591137,-84.775275,"Public"
"Cleary University",42.586573,-83.881516,"Private"
"Concordia UniversityAnn Arbor",42.274723,-83.682676,"Private"
"Cranbrook Academy of Art",42.568716,-83.25124,"Private"
"College for Creative Studies",42.361839,-83.062352,"Private"
"Davenport University",42.849713,-85.529655,"Private"
"Michigan State UniversityCollege of Law",42.72565,-84.473401,"Private"
"University of Detroit Mercy",42.417168,-83.138369,"Private"
"Eastern Michigan University",42.245751,-83.624499,"Public"
"Ferris State University",43.687464,-85.483509,"Public"
"Kettering University",43.013112,-83.714356,"Private"
"Grace Bible College",42.919541,-85.692077,"Private"
"Cornerstone University",42.979044,-85.595602,"Private"
"Grand Valley State University",42.965208,-85.887519,"Public"
"Great Lakes Christian College",42.754249,-84.638714,"Private"
"Hillsdale College",41.931429,-84.631501,"Private"
"Hope College",42.788052,-86.105376,"Private"
"Jackson College",42.16483,-84.403942,"Public"
"Kalamazoo College",42.290382,-85.601317,"Private"
"Lake Michigan College",42.097276,-86.393445,"Public"
"Lake Superior State University",46.491736,-84.3655,"Public"
"Lawrence Technological University",42.474072,-83.25003,"Private"
"Madonna University",42.386463,-83.407306,"Private"
"Marygrove College",42.414415,-83.154109,"Private"
"Rochester College",42.667521,-83.144959,"Private"
"University of MichiganAnn Arbor",42.276061,-83.743121,"Public"
"Michigan State University",42.73212,-84.476111,"Public"
"Michigan Technological University",47.1183,-88.546403,"Public"
"University of MichiganDearborn",42.317287,-83.231417,"Public"
"University of MichiganFlint",43.018777,-83.688474,"Public"
"Baker College of Muskegon",43.244133,-86.196717,"Private"
"Northern Michigan University",46.558037,-87.403857,"Public"
"Northwestern Michigan College",44.767608,-85.581808,"Public"
"Northwood UniversityMichigan",43.628996,-84.276276,"Private"
"Oakland University",42.67449,-83.220523,"Public"
"Olivet College",42.440908,-84.922864,"Private"
"Kuyper College",43.02195,-85.592657,"Private"
"Sacred Heart Major Seminary",42.375248,-83.111682,"Private"
"Saginaw Valley State University",43.55187,-83.96434,"Public"
"Schoolcraft College",42.419279,-83.430958,"Public"
"Siena Heights University",41.905952,-84.015144,"Private"
"Spring Arbor University",42.206233,-84.551918,"Private"
"Finlandia University",47.12709,-88.589392,"Private"
"Western Michigan UniversityThomas M Cooley Law School",42.731,-84.554429,"Private"
"Walsh College of Accountancy and Business Administration",42.573888,-83.147197,"Private"
"Wayne State University",42.35861,-83.072864,"Public"
"Western Michigan University",42.282589,-85.61512,"Public"
"Western Theological Seminary",42.786227,-86.101897,"Private"
"Augsburg College",44.965636,-93.241418,"Private"
"Bemidji State University",47.482505,-94.874529,"Public"
"Bethany Lutheran College",44.166485,-93.990744,"Private"
"Bethel University",45.057091,-93.159295,"Private"
"Bethel SeminarySt Paul",45.058775,-93.159786,"Private"
"Carleton College",44.462304,-93.154662,"Private"
"Concordia College at Moorhead",46.859423,-96.765567,"Private"
"Concordia UniversitySaint Paul",44.9502,-93.154971,"Private"
"Martin Luther College",44.3046,-94.473422,"Private"
"Gustavus Adolphus College",44.324968,-93.971928,"Private"
"Hamline University",44.965696,-93.163983,"Private"
"Hazelden Betty Ford Graduate School of Addiction Studies",45.377896,-92.796687,"Private"
"Luther Seminary",44.984815,-93.196754,"Private"
"Macalester College",44.936709,-93.169855,"Private"
"Minnesota State UniversityMankato",44.147253,-93.998494,"Public"
"Mayo Medical School",44.020808,-92.466417,"Private"
"Mayo School of Health Sciences",44.022784,-92.466645,"Private"
"Metropolitan State University",44.957017,-93.074153,"Public"
"University of MinnesotaTwin Cities",44.977886,-93.235352,"Public"
"University of MinnesotaCrookston",47.802021,-96.609863,"Public"
"Minneapolis College of Art and Design",44.956988,-93.274694,"Private"
"Crossroads College",43.997064,-92.476297,"Private"
"University of MinnesotaDuluth",46.818896,-92.085177,"Public"
"University of MinnesotaMorris",45.589829,-95.901756,"Public"
"Minnesota State University Moorhead",46.866482,-96.763376,"Public"
"North Central University",44.969389,-93.261429,"Private"
"University of NorthwesternSt Paul",45.032969,-93.171579,"Private"
"Northwestern Health Sciences University",44.85097,-93.311218,"Private"
"Oak Hills Christian College",47.425836,-94.901701,"Private"
"College of Saint Benedict",45.558609,-94.31902,"Private"
"Saint Cloud State University",45.552418,-94.153,"Public"
"Saint Johns University",45.580538,-94.39268,"Private"
"Saint Marys University of Minnesota",44.045322,-91.696652,"Private"
"St Olaf College",44.462884,-93.183633,"Private"
"Crown College",44.885372,-93.743015,"Private"
"The College of Saint Scholastica",46.81544,-92.105738,"Private"
"University of St Thomas",44.941662,-93.189422,"Private"
"St Catherine University",44.924542,-93.181925,"Private"
"Southwest Minnesota State University",44.455023,-95.75983,"Public"
"United Theological Seminary of the Twin Cities",45.057139,-93.224977,"Private"
"Dunwoody College of Technology",44.973081,-93.290069,"Private"
"Winona State University",44.04585,-91.644838,"Public"
"William Mitchell College of Law",44.942092,-93.137709,"Private"
"Alcorn State University",31.877216,-91.142854,"Public"
"Belhaven University",32.318415,-90.169228,"Private"
"Blue Mountain College",34.67209,-89.02924,"Private"
"Delta State University",33.747586,-90.73544,"Public"
"Jackson State University",32.296781,-90.20663,"Public"
"Millsaps College",32.3231,-90.178084,"Private"
"University of Mississippi",34.362144,-89.539377,"Public"
"Mississippi University for Women",33.493305,-88.418601,"Public"
"Mississippi Valley State University",33.514142,-90.341274,"Public"
"Mississippi College",32.334565,-90.330452,"Private"
"Mississippi State University",33.454809,-88.788979,"Public"
"Rust College",34.776862,-89.446999,"Private"
"Southeastern Baptist College",31.748512,-89.149373,"Private"
"University of Southern Mississippi",31.327499,-89.33791,"Public"
"Tougaloo College",32.402719,-90.159405,"Private"
"Wesley Biblical Seminary",32.355011,-90.159447,"Private"
"William Carey University",31.305264,-89.291815,"Private"
"Aquinas Institute of Theology",38.635008,-90.237365,"Private"
"Assemblies of God Theological Seminary",37.224401,-93.26151,"Private"
"Avila University",38.912159,-94.591387,"Private"
"Baptist Bible College",37.239731,-93.285385,"Private"
"Cox College",37.225116,-93.290233,"Private"
"Calvary Bible College and Theological Seminary",38.838169,-94.546238,"Private"
"Central Christian College of the Bible",39.395963,-92.427259,"Private"
"Central Methodist UniversityCollege of Liberal Arts and Sciences",39.150534,-92.685276,"Private"
"University of Central Missouri",38.755882,-93.737445,"Public"
"Cleveland UniversityKansas City",38.932019,-94.679076,"Private"
"Columbia College",38.957899,-92.326544,"Private"
"Conception Seminary College",40.24044,-94.682831,"Private"
"Concordia Seminary",38.63816,-90.312041,"Private"
"Cottey College",37.836127,-94.371311,"Private"
"Covenant Theological Seminary",38.643066,-90.451323,"Private"
"CulverStockton College",40.130064,-91.526682,"Private"
"Drury University",37.219757,-93.285773,"Private"
"Eden Theological Seminary",38.592307,-90.345605,"Private"
"Evangel University",37.220956,-93.262614,"Private"
"Fontbonne University",38.642697,-90.315712,"Private"
"Forest Institute of Professional Psychology",37.189914,-93.2937,"Private"
"HannibalLaGrange University",39.730785,-91.391423,"Private"
"HarrisStowe State University",38.631744,-90.224288,"Public"
"BarnesJewish College Goldfarb School of Nursing",38.636881,-90.260648,"Private"
"Kansas City Art Institute",39.046353,-94.583594,"Private"
"Kenrick Glennon Seminary",38.584608,-90.324024,"Private"
"A T Still University of Health Sciences",40.193648,-92.589183,"Private"
"Lincoln University",38.564409,-92.168509,"Public"
"Lindenwood University",38.788203,-90.502825,"Private"
"Logan University",38.63133,-90.542333,"Private"
"Maryville University of Saint Louis",38.645474,-90.505096,"Private"
"Midwestern Baptist Theological Seminary",39.185691,-94.573185,"Private"
"Missouri Baptist University",38.642017,-90.462606,"Private"
"Missouri Southern State University",37.095722,-94.460893,"Public"
"Missouri Valley College",39.108655,-93.190236,"Private"
"Missouri Western State University",39.7575,-94.785643,"Public"
"University of MissouriColumbia",38.941015,-92.326429,"Public"
"University of MissouriKansas City",39.035366,-94.578039,"Public"
"Missouri University of Science and Technology",37.955853,-91.7759,"Public"
"University of MissouriSt Louis",38.711297,-90.308886,"Public"
"Nazarene Theological Seminary",39.01078,-94.566459,"Private"
"Truman State University",40.188238,-92.580531,"Public"
"Northwest Missouri State University",40.352706,-94.884341,"Public"
"Ozark Christian College",37.105242,-94.510906,"Private"
"College of the Ozarks",36.616019,-93.238174,"Private"
"Park University",39.189477,-94.677086,"Private"
"Ranken Technical College",38.652886,-90.249045,"Private"
"Rockhurst University",39.030843,-94.571249,"Private"
"Everest CollegeSpringfield",37.18165,-93.304743,"Private"
"Saint Louis University",38.636516,-90.23343,"Private"
"Saint Louis Christian College",38.775771,-90.294569,"Private"
"St Louis College of Pharmacy",38.637165,-90.260357,"Private"
"Saint Paul School of Theology",38.8803,-94.641251,"Private"
"Southwest Baptist University",37.601603,-93.410451,"Private"
"Saint Lukes College of Health Sciences",39.05216,-94.594501,"Private"
"Stephens College",38.950631,-92.322997,"Private"
"Southeast Missouri State University",37.31575,-89.529119,"Public"
"Missouri State UniversitySpringfield",37.197983,-93.276821,"Public"
"Truman Medical Center School of Nurse Anesthesia",39.085029,-94.575771,"Private"
"Kansas City University of Medicine and Biosciences",39.107553,-94.561374,"Private"
"Washington University in St Louis",38.648125,-90.311639,"Private"
"Webster University",38.589269,-90.345654,"Private"
"Westminster College",38.847764,-91.954345,"Private"
"William Jewell College",39.247848,-94.41207,"Private"
"William Woods University",38.857864,-91.949273,"Private"
"Carroll College",46.602202,-112.04053,"Private"
"Montana State UniversityBillings",45.796896,-108.523009,"Public"
"University of Great Falls",47.490279,-111.270167,"Private"
"Montana Tech of the University of Montana",46.012164,-112.557,"Public"
"Montana State University",45.666829,-111.049918,"Public"
"The University of Montana",46.861074,-113.98294,"Public"
"Montana State UniversityNorthern",48.541054,-109.686457,"Public"
"Rocky Mountain College",45.796765,-108.553899,"Private"
"Salish Kootenai College",47.596864,-114.107191,"Private"
"The University of MontanaWestern",45.208306,-112.639264,"Public"
"Bellevue University",41.150225,-95.91764,"Private"
"Clarkson College",41.259201,-95.977188,"Private"
"Bryan College of Health Sciences",40.796768,-96.651532,"Private"
"Chadron State College",42.820672,-103.002793,"Public"
"Concordia UniversityNebraska",40.914853,-97.089054,"Private"
"Creighton University",41.265325,-95.947029,"Private"
"Doane UniversityArts  Sciences",40.623107,-96.949656,"Private"
"Grace University",41.244723,-95.92789,"Private"
"Hastings College",40.590448,-98.373641,"Private"
"University of Nebraska at Kearney",40.700787,-99.098237,"Public"
