"name","lat","lon","sector"
"Nebraska Methodist College of Nursing  Allied Health",41.265973,-96.048511,"Private"
"Midland University",41.43675,-96.488354,"Private"
"Nebraska Christian College",41.12314,-96.09437,"Private"
"University of Nebraska at Omaha",41.257746,-96.010797,"Public"
"University of Nebraska Medical Center",41.255137,-95.976147,"Public"
"Nebraska Wesleyan University",40.838789,-96.648414,"Private"
"University of NebraskaLincoln",40.822272,-96.702177,"Public"
"Peru State College",40.474689,-95.732731,"Public"
"Summit Christian College",41.829274,-103.675715,"Private"
"College of Saint Mary",41.240879,-96.020209,"Private"
"Union College",40.774778,-96.651095,"Private"
"Wayne State College",42.241612,-97.014241,"Public"
"York College",40.867453,-97.579285,"Private"
"College of Southern Nevada",36.158443,-115.233784,"Public"
"University of NevadaLas Vegas",36.106994,-115.141153,"Public"
"University of NevadaReno",39.545052,-119.818424,"Public"
"Great Basin College",40.84242,-115.76733,"Public"
"Sierra Nevada College",39.24586,-119.939523,"Private"
"Western Nevada College",39.186158,-119.79036,"Public"
"ColbySawyer College",43.411663,-71.975805,"Private"
"Dartmouth College",43.70408,-72.289951,"Private"
"Franklin Pierce University",42.782305,-72.057875,"Private"
"University of New HampshireSchool of Law",43.207371,-71.545152,"Public"
"Northeast Catholic College",43.325164,-71.838691,"Private"
"New England College",43.177005,-71.822928,"Private"
"Southern New Hampshire University",43.039892,-71.453938,"Private"
"University of New HampshireMain Campus",43.134235,-70.934512,"Public"
"Keene State College",42.925999,-72.281433,"Public"
"University of New Hampshire at Manchester",42.990331,-71.468764,"Public"
"Plymouth State University",43.757386,-71.691164,"Public"
"Rivier University",42.738343,-71.455466,"Private"
"Saint Anselm College",42.985066,-71.508177,"Private"
"Granite State College",43.19291,-71.527241,"Public"
"Thomas More College of Liberal Arts",42.807701,-71.48364,"Private"
"Beth Medrash Govoha",40.095461,-74.220777,"Private"
"Bloomfield College",40.794218,-74.19593,"Private"
"Caldwell University",40.834285,-74.273697,"Private"
"Centenary College",40.848693,-74.832775,"Private"
"Cooper Health System Center for Allied Health Education",39.941522,-75.116469,"Private"
"Drew University",40.757026,-74.425825,"Private"
"Fairleigh Dickinson UniversityMetropolitan Campus",40.896162,-74.030023,"Private"
"Felician University",40.867272,-74.096452,"Private"
"Fairleigh Dickinson UniversityCollege at Florham",40.777364,-74.435359,"Private"
"Georgian Court University",40.098706,-74.22622,"Private"
"Rowan University",39.709768,-75.117974,"Public"
"New Jersey City University",40.709937,-74.08727,"Public"
"Kean University",40.679429,-74.234668,"Public"
"Monmouth University",40.280066,-74.006447,"Private"
"Montclair State University",40.859233,-74.199455,"Public"
"New Brunswick Theological Seminary",40.501935,-74.460811,"Private"
"New Jersey Institute of Technology",40.741997,-74.177113,"Public"
"Princeton Theological Seminary",40.3457,-74.665321,"Private"
"Princeton University",40.34853,-74.663603,"Private"
"Rabbinical College of America",40.811385,-74.502182,"Private"
"Ramapo College of New Jersey",41.007523,-74.116384,"Public"
"Rider University",40.283122,-74.742822,"Private"
"Rutgers UniversityCamden",39.948628,-75.125303,"Public"
"Rutgers UniversityNew Brunswick",40.503796,-74.45051,"Public"
"Rutgers UniversityNewark",40.741303,-74.175294,"Public"
"Saint Peters University",40.727105,-74.071541,"Private"
"Seton Hall University",40.742859,-74.248753,"Private"
"College of Saint Elizabeth",40.781061,-74.436039,"Private"
"Stevens Institute of Technology",40.744776,-74.025334,"Private"
"Stockton University",39.492036,-74.531087,"Public"
"Talmudical AcademyNew Jersey",40.217171,-74.250332,"Private"
"Thomas Edison State University",40.22011,-74.769652,"Public"
"The College of New Jersey",40.268742,-74.777412,"Public"
"William Paterson University of New Jersey",40.946256,-74.199465,"Public"
"Navajo Technical University",35.687412,-108.148058,"Public"
"Eastern New Mexico UniversityMain Campus",34.179015,-103.348046,"Public"
"Institute of American Indian and Alaska Native Culture",35.586563,-106.010015,"Public"
"New Mexico Highlands University",35.598982,-105.222824,"Public"
"New Mexico Institute of Mining and Technology",34.066035,-106.907491,"Public"
"University of New MexicoMain Campus",35.083868,-106.620155,"Public"
"New Mexico State UniversityMain Campus",32.282875,-106.747841,"Public"
"Northern New Mexico College",36.004073,-106.084395,"Public"
"University of the Southwest",32.775496,-103.186948,"Private"
"Southwestern College",35.821845,-105.973055,"Private"
"Western New Mexico University",32.776962,-108.284768,"Public"
"Vaughn College of Aeronautics and Technology",40.768348,-73.881721,"Private"
"Adelphi University",40.721439,-73.653321,"Private"
"Albany College of Pharmacy and Health Sciences",42.652559,-73.778132,"Private"
"Albany Law School",42.651264,-73.777692,"Private"
"Albany Medical College",42.653178,-73.773975,"Private"
"Alfred University",42.255866,-77.788625,"Private"
"American Musical and Dramatic Academy",40.780142,-73.982249,"Private"
"Bank Street College of Education",40.805604,-73.966643,"Private"
"Bard College",42.021803,-73.906243,"Private"
"Barnard College",40.809137,-73.964027,"Private"
"Beth Hatalmud Rabbinical College",40.605394,-73.993039,"Private"
"Beth Hamedrash Shaarei Yosher Institute",40.635503,-73.981088,"Private"
"Phillips Beth Israel School of Nursing",40.744884,-73.991085,"Private"
"Boricua College",40.833434,-73.9458,"Private"
"Brooklyn Law School",40.692662,-73.990535,"Private"
"Canisius College",42.925319,-78.851794,"Private"
"Cazenovia College",42.931946,-75.854054,"Private"
"Central Yeshiva Tomchei Tmimim Lubavitz",40.627852,-73.970807,"Private"
"Christ the King Seminary",42.772212,-78.656594,"Private"
"Clarkson University",44.663761,-74.999947,"Private"
"Colgate Rochester Crozer Divinity School",43.131789,-77.598551,"Private"
"Colgate University",42.8188,-75.535,"Private"
"Metropolitan College of New York",40.723516,-74.007056,"Private"
"Columbia University in the City of New York",40.808286,-73.961885,"Private"
"Concordia CollegeNew York",40.94253,-73.82212,"Private"
"Cooper Union for the Advancement of Science and Art",40.72938,-73.990516,"Private"
"Cornell University",42.447199,-76.483489,"Private"
"Weill Cornell Medical College",40.764738,-73.954839,"Private"
"Culinary Institute of America",41.746225,-73.931833,"Private"
"CUNY Bernard M Baruch College",40.740238,-73.983417,"Public"
"CUNY Brooklyn College",40.631912,-73.95312,"Public"
"College of Staten Island CUNY",40.603949,-74.148701,"Public"
"CUNY City College",40.819794,-73.95055,"Public"
"CUNY Graduate School and University Center",40.748503,-73.983575,"Public"
"CUNY Hunter College",40.768669,-73.964795,"Public"
"CUNY John Jay College of Criminal Justice",40.770917,-73.988874,"Public"
"CUNY Lehman College",40.873928,-73.894627,"Public"
"CUNY Medgar Evers College",40.666256,-73.957076,"Public"
"CUNY New York City College of Technology",40.695483,-73.987856,"Public"
"CUNY Queens College",40.737771,-73.815387,"Public"
"CUNY School of Law",40.746366,-73.943992,"Public"
"CUNY York College",40.702661,-73.794586,"Public"
"DYouville College",42.902263,-78.890369,"Private"
"Daemen College",42.965024,-78.789025,"Private"
"Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary",40.60049,-73.743901,"Private"
"Dominican College of Blauvelt",41.054111,-73.95234,"Private"
"Dowling College",40.746051,-73.164816,"Private"
"Elmira College",42.092724,-76.811333,"Private"
"Fashion Institute of Technology",40.74731,-73.994781,"Public"
"Fordham University",40.861183,-73.889578,"Private"
"The General Theological Seminary",40.745787,-74.003701,"Private"
"Hamilton College",43.047809,-75.408853,"Private"
"Hartwick College",42.454023,-75.073609,"Private"
"Helene Fuld College of Nursing",40.802506,-73.943009,"Private"
"Hilbert College",42.75505,-78.82029,"Private"
"Hobart William Smith Colleges",42.857725,-76.984533,"Private"
"Hofstra University",40.715959,-73.60078,"Private"
"Houghton College",42.426841,-78.156882,"Private"
"Iona College",40.927107,-73.785635,"Private"
"Ithaca College",42.42264,-76.495057,"Private"
"Jewish Theological Seminary of America",40.811959,-73.960287,"Private"
"The Juilliard School",40.773725,-73.982913,"Private"
"Kehilath Yakov Rabbinical Seminary",41.222686,-73.810559,"Private"
"Keuka College",42.61541,-77.090518,"Private"
"Le Moyne College",43.047316,-76.088449,"Private"
"LIU Brooklyn",40.690134,-73.980872,"Private"
"LIU Post",40.820043,-73.593279,"Private"
"LIU Hudson at Rockland",41.044023,-73.960412,"Private"
"LIU Brentwood",40.803845,-73.287113,"Private"
"Machzikei Hadath Rabbinical College",40.628037,-73.988435,"Private"
"Manhattan College",40.889756,-73.901893,"Private"
"Manhattan School of Music",40.812341,-73.961691,"Private"
"Manhattanville College",41.031054,-73.718316,"Private"
"Maria College of Albany",42.656506,-73.805986,"Private"
"Marist College",41.721955,-73.934342,"Private"
"Marymount Manhattan College",40.769108,-73.959676,"Private"
"Medaille College",42.92895,-78.856569,"Private"
"Mercy College",41.021436,-73.874571,"Private"
"Mesivta Torah Vodaath Rabbinical Seminary",40.638251,-73.969494,"Private"
"Mesivta of Eastern ParkwayYeshiva Zichron Meilech",40.635169,-73.979166,"Private"
"Mesivtha Tifereth Jerusalem of America",40.713812,-73.991271,"Private"
"Mirrer Yeshiva Cent Institute",40.605043,-73.966049,"Private"
"Molloy College",40.68597,-73.626278,"Private"
"Mount Saint Mary College",41.511212,-74.012906,"Private"
"College of Mount Saint Vincent",40.912814,-73.907019,"Private"
"Icahn School of Medicine at Mount Sinai",40.789801,-73.953445,"Private"
"Nazareth College",43.102406,-77.514417,"Private"
"The College of New Rochelle",40.899427,-73.781104,"Private"
"The New School",40.735275,-73.994636,"Private"
"New York Chiropractic College",42.91173,-76.756232,"Private"
"New York Law School",40.717393,-74.006394,"Private"
"New York Medical College",41.084261,-73.811241,"Private"
"New York Theological Seminary",40.811078,-73.964081,"Private"
"New York University",40.729452,-73.997264,"Private"
"Niagara University",43.138222,-79.037737,"Private"
"New York College of Podiatric Medicine",40.804899,-73.940306,"Private"
"New York Institute of Technology",40.814402,-73.608885,"Private"
"New York School of Interior Design",40.768615,-73.962404,"Private"
"Nyack College",41.086425,-73.931106,"Private"
"Ohr Hameir Theological Seminary",41.268725,-73.889793,"Private"
"Pace UniversityNew York",40.711014,-74.004719,"Private"
"Paul Smiths College of Arts and Science",44.435638,-74.245143,"Private"
"Davis College",42.101092,-75.962421,"Private"
"Pratt InstituteMain",40.691154,-73.962149,"Private"
"Rabbinical Academy Mesivta Rabbi Chaim Berlin",40.618467,-73.963702,"Private"
"Rabbinical College Bobover Yeshiva Bnei Zion",40.63192,-73.98544,"Private"
"Rabbinical College of Chsan Sofer New York",40.626507,-73.979851,"Private"
"Rabbinical College Beth Shraga",41.114311,-74.072771,"Private"
"Rabbinical College of Long Island",40.586478,-73.670034,"Private"
"Rabbinical Seminary of America",40.72325,-73.81769,"Private"
"Rensselaer Polytechnic Institute",42.728983,-73.678768,"Private"
"Roberts Wesleyan College",43.126747,-77.798964,"Private"
"Rochester Institute of Technology",43.090325,-77.67521,"Private"
"University of Rochester",43.126437,-77.631042,"Private"
"Rockefeller University",40.762927,-73.954912,"Private"
"The Sage Colleges",42.72822,-73.693711,"Private"
"St Bernards School of Theology and Ministry",43.102185,-77.526326,"Private"
"St Bonaventure University",42.07863,-78.47586,"Private"
"St Francis College",40.693076,-73.991653,"Private"
"St Lawrence University",44.589879,-75.161343,"Private"
"The College of Saint Rose",42.664664,-73.78611,"Private"
"St Thomas Aquinas College",41.041126,-73.934182,"Private"
"Sarah Lawrence College",40.934147,-73.84381,"Private"
"Shor Yoshuv Rabbinical College",40.605336,-73.740366,"Private"
"Siena College",42.718586,-73.75153,"Private"
"Skidmore College",43.092696,-73.785108,"Private"
"Saint Josephs CollegeNew York",40.690485,-73.968037,"Private"
"Saint Vladimirs Orthodox Theological Seminary",40.971362,-73.82332,"Private"
"Saint John Fisher College",43.117064,-77.516979,"Private"
"St Johns UniversityNew York",40.721979,-73.795301,"Private"
"SUNY College of Technology at Alfred",42.258723,-77.791073,"Public"
"SUNY College of Technology at Canton",44.607346,-75.185005,"Public"
"SUNY College of Technology at Delhi",42.270129,-74.924225,"Public"
"SUNY College of Agriculture and Technology at Cobleskill",42.67257,-74.498247,"Public"
"Farmingdale State College",40.75408,-73.426371,"Public"
"Morrisville State College",42.89432,-75.645231,"Public"
"SUNY at Albany",42.686917,-73.825014,"Public"
"SUNY at Binghamton",42.088049,-75.971143,"Public"
"University at Buffalo",43.001433,-78.790103,"Public"
"Stony Brook University",40.913138,-73.123595,"Public"
"SUNY College of Environmental Science and Forestry",43.034355,-76.139236,"Public"
"SUNY Polytechnic Institute",43.13528,-75.2292,"Public"
"SUNY College at Brockport",43.209862,-77.949824,"Public"
"SUNY Buffalo State",42.934199,-78.88067,"Public"
"SUNY College at Cortland",42.590158,-76.197909,"Public"
"SUNY at Fredonia",42.450961,-79.336109,"Public"
"SUNY College at Geneseo",42.796864,-77.821999,"Public"
"State University of New York at New Paltz",41.737205,-74.088727,"Public"
"SUNY Oneonta",42.466555,-75.064186,"Public"
"SUNY College at Oswego",43.453047,-76.543885,"Public"
"SUNY College at Potsdam",44.662862,-74.976889,"Public"
"SUNY at Purchase College",41.047092,-73.700127,"Public"
"SUNY College of Optometry",40.754465,-73.982236,"Public"
"SUNY College at Old Westbury",40.789842,-73.570966,"Public"
"SUNY College at Plattsburgh",44.691103,-73.467342,"Public"
"SUNY Downstate Medical Center",40.655283,-73.943827,"Public"
"SUNY Empire State College",43.078304,-73.779915,"Public"
"SUNY Maritime College",40.809048,-73.800336,"Public"
"Upstate Medical University",43.042951,-76.138976,"Public"
"Syracuse University",43.040005,-76.136633,"Private"
"Talmudical Seminary Oholei Torah",40.635963,-73.972235,"Private"
"Talmudical Institute of Upstate New York",43.147062,-77.574943,"Private"
"Teachers College at Columbia University",40.810311,-73.960399,"Private"
"Torah Temimah Talmudical Seminary",40.635509,-73.971973,"Private"
"Touro College",40.75348,-73.989691,"Private"
"Trocaire College",42.846625,-78.812637,"Private"
"Excelsior College",42.704887,-73.862204,"Private"
"Union College",42.817578,-73.928498,"Private"
"Union Theological Seminary in the City of New York",40.811461,-73.96212,"Private"
"United Talmudical Seminary",40.7057,-73.959161,"Private"
"United States Merchant Marine Academy",40.812154,-73.762534,"Public"
"United States Military Academy",41.390882,-73.956804,"Public"
"Utica College",43.095183,-75.272407,"Private"
"Vassar College",41.685105,-73.894345,"Private"
"Villa Maria College",42.913045,-78.795666,"Private"
"Wagner College",40.615003,-74.09573,"Private"
"Webb Institute",40.884352,-73.644838,"Private"
"Wells College",42.744314,-76.696512,"Private"
"Yeshiva Karlin Stolin",40.624918,-73.983373,"Private"
"Yeshivat Mikdash Melech",40.616427,-73.969614,"Private"
"Yeshiva Derech Chaim",40.636889,-73.979757,"Private"
"Yeshiva of Nitra Rabbinical College",41.22085,-73.728423,"Private"
"Yeshiva Shaar Hatorah",40.703857,-73.8343,"Private"
"Yeshiva University",40.8508,-73.928541,"Private"
"Yeshivath Viznitz",41.118499,-74.066431,"Private"
"Yeshivath Zichron Moshe",41.730939,-74.621118,"Private"
"Appalachian State University",36.214844,-81.680234,"Public"
"Barton College",35.735463,-77.913805,"Private"
"Belmont Abbey College",35.261276,-81.041847,"Private"
"Bennett College",36.067531,-79.77998,"Private"
"Brevard College",35.237657,-82.729763,"Private"
"Cabarrus College of Health Sciences",35.438139,-80.60119,"Private"
"Campbell University",35.409333,-78.739508,"Private"
"Catawba College",35.692445,-80.486575,"Private"
"Chowan University",36.436258,-77.099141,"Private"
"Davidson College",35.500006,-80.845236,"Private"
"Duke University",36.00159,-78.94226,"Private"
"East Carolina University",35.606347,-77.366199,"Public"
"Elizabeth City State University",36.273539,-76.210063,"Public"
"Elon University",36.104149,-79.505632,"Private"
"Fayetteville State University",35.072485,-78.894709,"Public"
"GardnerWebb University",35.24732,-81.668141,"Private"
"Greensboro College",36.071082,-79.800232,"Private"
"Guilford College",36.092563,-79.888848,"Private"
"Heritage Bible College",35.268445,-78.613355,"Private"
"High Point University",35.972674,-79.994545,"Private"
"Laurel University",35.994093,-79.997065,"Private"
"Johnson C Smith University",35.243384,-80.854842,"Private"
"LeesMcRae College",36.162777,-81.873919,"Private"
"LenoirRhyne University",35.73904,-81.326161,"Private"
"Livingstone College",35.670743,-80.484459,"Private"
"Mars Hill University",35.825858,-82.550859,"Private"
"Meredith College",35.797197,-78.689175,"Private"
"Methodist University",35.137854,-78.875024,"Private"
"Montreat College",35.645844,-82.297522,"Private"
"University of Mount Olive",35.206314,-78.071265,"Private"
"North Carolina A  T State University",36.076737,-79.770152,"Public"
"University of North Carolina at Asheville",35.616618,-82.565259,"Public"
"University of North Carolina at Chapel Hill",35.912165,-79.050969,"Public"
"University of North Carolina at Charlotte",35.306834,-80.73579,"Public"
"University of North Carolina at Greensboro",36.067503,-79.809844,"Public"
"North Carolina Central University",35.974237,-78.898602,"Public"
"University of North Carolina School of the Arts",36.07482,-80.236625,"Public"
"North Carolina State University at Raleigh",35.785111,-78.674517,"Public"
"North Carolina Wesleyan College",36.017443,-77.774231,"Private"
"University of North Carolina Wilmington",34.225223,-77.875527,"Public"
"William Peace University",35.789105,-78.636793,"Private"
"University of North Carolina at Pembroke",34.687231,-79.201895,"Public"
"Pfeiffer University",35.484696,-80.283168,"Private"
"Piedmont International University",36.088839,-80.249121,"Private"
"Queens University of Charlotte",35.188929,-80.832227,"Private"
"MidAtlantic Christian University",36.303765,-76.217496,"Private"
"Saint Augustines University",35.785032,-78.621806,"Private"
"Salem College",36.087531,-80.241357,"Private"
"Shaw University",35.771181,-78.637693,"Private"
"St Andrews University",34.746283,-79.478385,"Private"
"Southeastern Baptist Theological Seminary",35.98097,-78.513855,"Private"
"Wake Forest University",36.135301,-80.279004,"Private"
"Warren Wilson College",35.611762,-82.441097,"Private"
"Wingate University",34.979384,-80.444465,"Private"
"Carolina Christian College",36.148443,-80.192792,"Private"
"WinstonSalem State University",36.089197,-80.224905,"Public"
"Western Carolina University",35.311102,-83.182104,"Public"
"Bismarck State College",46.820651,-100.817975,"Public"
"Dickinson State University",46.882677,-102.800511,"Public"
"Nueta Hidatsa Sahnish College",47.983311,-102.472814,"Public"
"University of Jamestown",46.915402,-98.697209,"Private"
"University of Mary",46.724893,-100.752386,"Private"
"Mayville State University",47.504671,-97.322545,"Public"
"Minot State University",48.246877,-101.300624,"Public"
"University of North Dakota",47.919774,-97.073451,"Public"
"North Dakota State UniversityMain Campus",46.894523,-96.805689,"Public"
"Sitting Bull College",46.033384,-100.744844,"Public"
"Trinity Bible College",46.001037,-98.517906,"Private"
"Turtle Mountain Community College",48.883758,-99.750836,"Private"
"United Tribes Technical College",46.768773,-100.760705,"Private"
"Valley City State University",46.919144,-98.001762,"Public"
"Air Force Institute of TechnologyGraduate School of Engineering  Management",39.780663,-84.087246,"Public"
"University of Akron Main Campus",41.077768,-81.510328,"Public"
"Allegheny Wesleyan College",40.867236,-80.860091,"Private"
"Art Academy of Cincinnati",39.108382,-84.497573,"Private"
"Ashland University",40.860987,-82.320621,"Private"
"Athenaeum of Ohio",39.084199,-84.375556,"Private"
"Aultman College of Nursing and Health Sciences",40.796865,-81.404182,"Private"
"Baldwin Wallace University",41.373938,-81.849112,"Private"
"Bluffton University",40.896998,-83.897678,"Private"
"Bowling Green State UniversityMain Campus",41.377036,-83.637531,"Public"
"Capital University",39.954875,-82.937867,"Private"
"Case Western Reserve University",41.500812,-81.605769,"Private"
"Cedarville University",39.750338,-83.812098,"Private"
"Central State University",39.716465,-83.876795,"Public"
"The Christ College of Nursing and Health Sciences",39.12072,-84.509237,"Private"
"Cincinnati Christian University",39.112396,-84.554752,"Private"
"Cincinnati College of Mortuary Science",39.207578,-84.505896,"Private"
"University of CincinnatiMain Campus",39.131159,-84.51428,"Public"
"University of CincinnatiClermont College",39.080645,-84.19437,"Public"
"University of CincinnatiBlue Ash College",39.232995,-84.400438,"Public"
"Ohio Christian University",39.610895,-82.905986,"Private"
"Cleveland Institute of Art",41.50988,-81.602121,"Private"
"Cleveland Institute of Music",41.512444,-81.608878,"Private"
"Cleveland State University",41.502918,-81.673052,"Public"
"Columbus College of Art and Design",39.965767,-82.988548,"Private"
"University of Dayton",39.73686,-84.173662,"Private"
"Defiance College",41.300336,-84.356596,"Private"
"Denison University",40.072582,-82.520625,"Private"
"The University of Findlay",41.05441,-83.652067,"Private"
"Franklin University",39.958402,-82.991825,"Private"
"Gods Bible School and College",39.115484,-84.506036,"Private"
"Good Samaritan College of Nursing and Health Science",39.140162,-84.523399,"Private"
"Hebrew Union CollegeJewish Institute of Religion",40.728938,-73.994499,"Private"
"Heidelberg University",41.114337,-83.166581,"Private"
"Hiram College",41.312294,-81.142886,"Private"
"John Carroll University",41.488978,-81.533103,"Private"
"Kent State University at Ashtabula",41.888855,-80.8309,"Public"
"Kent State University at East Liverpool",40.617264,-80.576918,"Public"
"Kent State University at Stark",40.868568,-81.43731,"Public"
"Kent State University at Trumbull",41.279153,-80.837363,"Public"
"Kent State University at Tuscarawas",40.467736,-81.407707,"Public"
"Kent State University at Salem",40.86408,-80.835458,"Public"
"Kent State University at Kent",41.146856,-81.342253,"Public"
"Kent State University at Geauga",41.483727,-81.143085,"Public"
"Kenyon College",40.374408,-82.397977,"Private"
"Kettering College",39.694072,-84.191583,"Private"
"Lake Erie College",41.717841,-81.251817,"Private"
"Lourdes University",41.708694,-83.706649,"Private"
"Malone University",40.826516,-81.383525,"Private"
"Marietta College",39.417638,-81.450038,"Private"
"Mercy College of Ohio",41.657936,-83.5526,"Private"
"Methodist Theological School in Ohio",40.253643,-83.060146,"Private"
"Miami UniversityHamilton",39.377448,-84.563221,"Public"
"Miami UniversityMiddletown",39.523776,-84.35724,"Public"
"Miami UniversityOxford",39.509642,-84.731821,"Public"
"Mount Carmel College of Nursing",39.957008,-83.021152,"Private"
"University of Mount Union",40.905093,-81.108624,"Private"
"Mount Vernon Nazarene University",40.373859,-82.474667,"Private"
"Mount Saint Joseph University",39.094519,-84.640143,"Private"
"Muskingum University",39.996635,-81.737192,"Private"
"Notre Dame College",41.506938,-81.516212,"Private"
"Northeast Ohio Medical University",41.102919,-81.245302,"Public"
"University of Northwestern Ohio",40.76005,-84.150423,"Private"
"Oberlin College",41.29474,-82.221786,"Private"
"Ohio Dominican University",39.99265,-82.940499,"Private"
"Ohio Northern University",40.766144,-83.830729,"Private"
"Ohio State UniversityLima Campus",40.737828,-84.026195,"Public"
"Ohio State UniversityMansfield Campus",40.797259,-82.578673,"Public"
"Ohio State UniversityMarion Campus",40.579444,-83.085889,"Public"
"Ohio State UniversityNewark Campus",40.068353,-82.447992,"Public"
"Ohio State UniversityMain Campus",39.998389,-83.009001,"Public"
"Ohio UniversityEastern Campus",40.080475,-80.962601,"Public"
"Ohio UniversityChillicothe Campus",39.328076,-83.00499,"Public"
"Ohio UniversitySouthern Campus",38.525115,-82.666894,"Public"
"Ohio UniversityLancaster Campus",39.738752,-82.586069,"Public"
"Ohio UniversityMain Campus",39.326799,-82.101064,"Public"
"Ohio UniversityZanesville Campus",39.96098,-82.031063,"Public"
"Ohio Wesleyan University",40.296912,-83.067912,"Private"
"Otterbein University",40.12534,-82.936231,"Private"
"Payne Theological Seminary",39.715286,-83.884871,"Private"
"Pontifical College Josephinum",40.119967,-83.01899,"Private"
"Rabbinical College Telshe",41.593433,-81.48439,"Private"
"University of Rio Grande",38.88058,-82.377359,"Private"
"Shawnee State University",38.730909,-82.995357,"Public"
"Franciscan University of Steubenville",40.376086,-80.623094,"Private"
"Ohio MidWestern College",39.26329,-84.418911,"Private"
"Tiffin University",41.119193,-83.18355,"Private"
"University of Toledo",41.65795,-83.615225,"Public"
"TriState Bible College",38.42617,-82.585854,"Private"
"Trinity Lutheran Seminary",39.958189,-82.940697,"Private"
"Union Institute  University",39.126856,-84.500139,"Private"
"United Theological Seminary",39.81345,-84.273831,"Private"
"Urbana University",40.099881,-83.760035,"Private"
"Ursuline College",41.494971,-81.466716,"Private"
"Walsh University",40.873295,-81.36911,"Private"
"Wilberforce University",39.707993,-83.879358,"Private"
"Wilmington College",39.441097,-83.817271,"Private"
"Winebrenner Theological Seminary",41.066303,-83.637409,"Private"
"Wittenberg University",39.937463,-83.814082,"Private"
"The College of Wooster",40.81046,-81.934674,"Private"
"Wright State UniversityMain Campus",39.780634,-84.064881,"Public"
"Wright State UniversityLake Campus",40.547528,-84.509383,"Public"
"Xavier University",39.149291,-84.477648,"Private"
"Youngstown State University",41.105583,-80.646515,"Public"
"Bacone College",35.77707,-95.335337,"Private"
"Oklahoma Wesleyan University",36.717752,-95.954124,"Private"
"Southern Nazarene University",35.513295,-97.629504,"Private"
"Cameron University",34.606487,-98.434163,"Public"
"University of Central Oklahoma",35.658239,-97.470985,"Public"
"East Central University",34.773805,-96.664196,"Public"
"Hillsdale Free Will Baptist College",35.300757,-97.491107,"Private"
"Langston University",35.943953,-97.260263,"Public"
"Northeastern State University",35.920499,-94.968528,"Public"
"Northwestern Oklahoma State University",36.796313,-98.667596,"Public"
"Oklahoma State University Center for Health Sciences",36.138426,-96.004951,"Public"
"Oklahoma Christian University",35.609042,-97.468312,"Private"
"University of OklahomaHealth Sciences Center",35.47928,-97.496289,"Public"
"Oklahoma Panhandle State University",36.594518,-101.638488,"Public"
"Oklahoma State UniversityMain Campus",36.123085,-97.069743,"Public"
"Oklahoma State UniversityOklahoma City",35.475272,-97.583291,"Public"
"Oklahoma Baptist University",35.359949,-96.934334,"Private"
"Oklahoma City University",35.495271,-97.541242,"Private"
"University of OklahomaNorman Campus",35.208152,-97.445692,"Public"
"Oklahoma State University Institute of Technology",35.628588,-95.940432,"Public"
"Oral Roberts University",36.050705,-95.954215,"Private"
"Rogers State University",36.319609,-95.635739,"Public"
"St Gregorys University",35.367401,-96.954186,"Private"
"University of Science and Arts of Oklahoma",35.031392,-97.95641,"Public"
"Southeastern Oklahoma State University",34.005114,-96.376372,"Public"
"Southwestern Christian University",35.513596,-97.639411,"Private"
"Southwestern Oklahoma State University",35.534609,-98.707964,"Public"
"University of Tulsa",36.151887,-95.945175,"Private"
"Concordia UniversityPortland",45.568242,-122.637944,"Private"
"Eastern Oregon University",45.320392,-118.09384,"Public"
"New Hope Christian CollegeEugene",44.033123,-123.153724,"Private"
"George Fox University",45.30399,-122.968394,"Private"
"Lewis  Clark College",45.450547,-122.672478,"Private"
"Linfield CollegeMcMinnville Campus",45.201333,-123.200464,"Private"
"Marylhurst University",45.398174,-122.647755,"Private"
"Mount Angel Seminary",45.057871,-122.775405,"Private"
"Multnomah University",45.518218,-122.682518,"Private"
"National College of Natural Medicine",45.501565,-122.678378,"Private"
"Northwest Christian University",44.047483,-123.079754,"Private"
"Oregon Health  Science University",45.498772,-122.686096,"Public"
"Oregon Institute of Technology",42.257152,-121.785177,"Public"
"Oregon College of Art and Craft",45.510599,-122.760915,"Private"
"Oregon State University",44.56274,-123.274721,"Public"
"University of Oregon",44.044515,-123.07398,"Public"
"Pacific Northwest College of Art",45.52695,-122.678851,"Private"
"Pacific University",45.521394,-123.108777,"Private"
"Portland State University",45.511229,-122.683553,"Public"
"University of Portland",45.571807,-122.726859,"Private"
"Reed College",45.480376,-122.63064,"Private"
"Southern Oregon University",42.186467,-122.694034,"Public"
"Warner Pacific College",45.50676,-122.594411,"Private"
"Corban University",44.88408,-122.958413,"Private"
"Western Seminary",45.512344,-122.605831,"Private"
"Willamette University",44.935743,-123.030727,"Private"
"Western Oregon University",44.851866,-123.238785,"Public"
"University of Western States",45.543172,-122.526989,"Private"
"Bryn Athyn College of the New Church",40.131358,-75.06093,"Private"
"Academy of Vocal Arts",39.947863,-75.173683,"Private"
"Albright College",40.360248,-75.910152,"Private"
"Allegheny College",41.648068,-80.146922,"Private"
"DeSales University",40.540137,-75.376549,"Private"
"Alvernia University",40.3102,-75.938163,"Private"
"American College of Financial Services",40.018084,-75.326655,"Private"
"Summit University of Pennsylvania",41.496219,-75.683551,"Private"
"Arcadia University",40.091941,-75.165205,"Private"
"Biblical Theological Seminary",40.281414,-75.303897,"Private"
